Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2024-09-03,4687,38,Female,20.08,4.53,8.45,6,32,208,125,5.325985415721766,10,3,10
2024-05-17,9306,53,Female,20.68,4.22,7.54,7,46,245,126,5.873626967410673,8,8,9
2024-06-23,4360,50,Other,22.15,4.71,6.56,10,64,140,128,9.05135136974701,1,5,7
2024-05-07,5951,43,Male,22.2,4.66,6.46,1,66,6,57,8.062440511670232,5,1,1
2024-03-02,7314,42,Other,20.03,3.34,7.3,5,31,281,123,11.052507639526056,6,9,8
2024-11-07,4904,46,Male,21.25,2.77,5.52,3,70,205,156,5.467537571227476,2,9,3
2024-05-18,4764,47,Male,23.28,8.29,9.01,2,7,21,5,7.115239511831002,9,8,4
2024-11-30,9923,35,Female,20.73,6.18,9.45,4,63,220,122,4.342700440952906,3,3,3
2024-06-30,9397,57,Other,22.05,4.87,6.82,4,74,121,106,11.434307218096475,2,1,9
2024-12-13,1670,51,Male,23.23,3.98,4.74,4,7,200,57,10.255679817263673,7,10,4
2024-07-27,6330,46,Other,22.45,3.92,5.47,6,28,214,130,7.465304890521331,10,4,10
2024-09-01,4645,59,Female,20.2,4.26,8.06,8,58,39,129,7.3988067429446955,10,1,10
2024-01-02,7539,43,Other,21.52,4.17,6.66,6,66,165,60,6.596094401402737,5,10,4
2024-10-04,4046,32,Other,23.52,7.82,8.3,6,87,203,160,7.458769811226778,1,5,6
2024-03-10,5500,49,Other,22.07,5.72,7.65,2,47,216,55,5.608521216399561,8,8,7
2024-04-13,5172,55,Female,21.12,2.86,5.75,6,37,175,26,11.991140896266325,10,3,3
2024-12-16,7396,30,Male,22.85,7.81,8.96,5,53,290,85,4.11505156857668,8,2,1
2024-12-21,7047,32,Other,21.57,6.76,9.19,5,84,124,137,7.1247488606542575,4,3,2
2024-03-14,1572,42,Other,22.38,4.78,6.4,2,54,27,58,7.754281818606323,5,2,4
2024-09-02,6232,59,Female,20.22,0.98,4.77,2,26,54,119,11.533535893264244,5,5,7
2024-02-28,3904,58,Female,21.35,2.63,5.28,7,3,192,142,5.633332473345944,6,6,2
2024-07-27,5749,37,Female,23.53,7.08,7.55,8,19,221,165,8.287480630816946,8,10,2
2024-10-19,3789,19,Female,21.17,4.63,7.46,8,42,149,147,4.253950122983909,8,10,1
2024-05-07,3387,33,Female,21.7,3.26,5.56,8,47,154,87,11.076666343369503,9,3,3
2024-07-30,2257,34,Other,22.9,6.49,7.59,5,19,230,52,11.802745067832564,1,1,10
2024-12-15,7034,28,Female,21.1,2.65,5.55,2,19,49,101,11.539067632018215,4,5,4
2024-10-19,9775,57,Other,23.17,5.3,6.13,8,55,59,137,6.051704488134128,1,4,4
2024-04-10,6457,55,Other,23.92,4.83,4.91,2,30,10,45,10.430439123867801,5,6,10
2024-05-07,7381,41,Other,23.78,5.15,5.37,7,16,64,56,9.721491638241929,5,8,2
2024-09-21,6208,35,Other,23.65,7.47,7.82,10,14,166,12,11.915609047720451,9,8,4
2024-08-05,8124,35,Male,23.13,6.1,6.96,6,82,248,47,7.254438407613788,7,7,4
2024-07-05,3535,30,Male,20.8,2.18,5.38,3,76,187,89,10.956848659798219,6,4,7
2024-03-12,2695,55,Other,21.92,3.34,5.43,3,27,130,149,8.830807860322224,6,8,7
2024-03-12,5482,29,Male,22.5,5.87,7.37,5,61,126,168,6.021168244970293,5,10,4
2024-01-13,3985,37,Male,20.88,2.71,5.83,1,14,272,151,7.889043881719393,2,7,8
2024-09-20,1314,43,Other,22.2,5.04,6.84,1,27,188,15,8.922029226259312,6,2,1
2024-10-12,1870,30,Female,20.75,5.39,8.64,5,20,111,54,9.172803551589295,3,4,9
2024-06-28,3761,48,Male,22.85,4.74,5.89,9,51,136,110,5.285436677694761,3,2,9
2024-10-14,2806,29,Male,20.22,5.29,9.07,8,71,154,11,7.03801218335454,8,10,3
2024-05-18,8850,48,Male,20.52,3.8,7.28,5,84,55,133,6.9270864764550435,6,5,3
2024-11-05,6831,58,Male,22.83,5.06,6.23,1,20,114,62,4.3319933374646356,7,1,6
2024-05-26,2051,19,Female,22.6,7.52,8.92,4,85,217,176,6.252928336845054,10,4,10
2024-10-14,4176,53,Other,23.75,8.22,8.47,3,55,283,128,4.711917718850773,8,1,8
2024-07-26,7513,21,Female,23.43,4.4,4.96,8,75,286,118,11.744611051605869,9,2,3
2024-09-06,7653,59,Male,21.32,5.59,8.27,10,82,151,4,4.918375418010241,1,3,9
2024-06-29,7305,40,Other,21.32,5.6,8.29,4,86,175,111,6.173065450194957,9,2,3
2024-05-28,6552,39,Male,21.53,2.62,5.08,10,51,24,20,8.668840296064797,10,5,6
2024-04-22,8279,40,Other,21.33,5.94,8.6,6,22,191,39,7.196150276695478,9,4,1
2024-07-18,7646,28,Male,23.07,4.06,4.99,5,54,36,55,4.7373436677794585,6,5,9
2024-02-28,8616,57,Other,21.17,4.33,7.16,7,89,204,122,9.985286611101484,6,10,9
2024-04-12,4806,38,Other,21.9,2.98,5.08,9,75,277,39,11.915454126237051,1,1,9
2024-07-09,7837,59,Male,22.27,3.15,4.88,3,79,7,174,4.414287109862535,6,10,1
2024-06-14,5591,31,Male,21.57,3.17,5.61,8,60,142,53,10.095068894899551,1,5,8
2024-06-11,8984,40,Male,21.42,6.6,9.19,10,19,197,58,9.251276828005256,2,4,1
2024-09-05,5621,31,Male,22.72,3.8,5.08,3,62,238,162,4.614424386515372,3,4,4
2024-06-11,9095,57,Male,20.27,5.26,9.0,2,64,287,163,7.305380137661756,10,5,4
2024-10-22,9378,33,Female,23.73,5.33,5.6,2,30,258,135,8.019418297331011,9,7,2
2024-09-20,7726,56,Female,20.93,2.86,5.93,10,17,196,116,7.427663230790364,2,7,5
2024-12-15,9069,21,Male,22.08,3.84,5.76,2,14,95,5,6.6016895702096905,3,10,1
2024-04-05,6054,21,Male,20.3,2.53,6.23,6,69,290,21,5.059236907971637,6,7,10
2024-01-03,8483,29,Other,21.53,4.19,6.65,9,72,278,82,11.096954537789587,5,4,7
2024-01-30,3971,51,Male,23.78,6.49,6.71,10,77,93,118,10.439709843194036,9,3,4
2024-02-17,8905,27,Other,22.17,6.82,8.65,6,44,208,125,10.947276191575472,9,10,2
2024-02-23,6450,33,Male,22.28,7.07,8.79,10,15,261,107,6.509652096416522,10,4,7
2024-09-02,7785,43,Other,22.43,5.76,7.33,8,6,190,110,8.10546467005423,8,1,1
2024-10-18,9711,22,Female,23.58,6.33,6.75,5,29,150,143,6.655986353902121,7,4,5
2024-10-11,5290,32,Other,21.85,3.16,5.31,10,20,63,164,10.081287438321272,4,4,9
2024-11-21,5926,53,Female,21.52,5.42,7.9,5,53,29,44,6.700259727070551,2,6,4
2024-01-22,1691,53,Male,22.83,5.39,6.56,6,78,147,8,8.364656974336532,2,2,5
2024-12-08,7781,28,Male,21.95,2.62,4.67,2,76,297,136,5.249612063444794,7,4,3
2024-06-07,6308,48,Other,22.87,7.21,8.34,4,9,129,59,9.322921667351235,7,5,8
2024-05-08,6002,38,Other,21.77,6.36,8.59,1,74,46,105,10.331708327116152,10,8,4
2024-04-17,7553,28,Female,22.17,6.9,8.73,3,26,181,48,9.460259676301773,6,4,6
2024-10-10,5873,59,Male,20.92,5.15,8.24,10,46,245,21,4.976059308615112,2,9,2
2024-06-08,6593,42,Female,23.65,4.78,5.13,10,72,9,95,10.45406051031301,4,7,2
2024-11-16,2409,48,Male,21.02,1.77,4.75,5,27,124,102,8.002228281662083,10,5,2
2024-08-03,4981,51,Female,23.35,4.57,5.22,4,44,21,126,9.58266228404136,4,8,9
2024-04-05,8697,55,Other,22.52,6.8,8.28,5,67,148,103,5.022197222319924,7,6,1
2024-03-27,3364,24,Female,23.23,4.21,4.97,9,53,43,97,6.546096331085807,4,7,8
2024-09-12,7010,31,Other,22.53,3.1,4.57,3,16,82,109,4.1031797583162035,7,8,4
2024-10-17,1325,42,Other,21.02,4.55,7.54,9,71,246,128,6.519347556711166,7,7,6
2024-12-09,5042,46,Female,21.25,6.73,9.48,3,64,57,110,6.546432757538779,2,4,6
2024-01-08,3076,50,Other,23.57,7.4,7.83,4,19,72,166,10.982875372525317,6,3,6
2024-06-21,9362,30,Male,23.93,5.86,5.92,4,52,42,41,8.188508636238847,3,10,7
2024-10-25,8244,45,Male,23.92,4.7,4.79,7,50,267,10,9.102193134764732,6,2,3
2024-08-17,9105,45,Male,22.65,5.87,7.22,4,46,262,10,11.261883465420102,4,9,10
2024-12-23,9106,54,Female,20.38,5.5,9.12,9,53,115,117,9.024956249948573,1,7,10
2024-01-11,8382,40,Female,23.7,9.05,9.35,10,24,53,28,6.71444213847654,4,3,1
2024-07-26,2773,47,Male,20.23,2.99,6.76,9,50,105,46,8.93142541897496,6,4,10
2024-11-15,7360,59,Other,21.27,6.54,9.27,9,73,137,134,8.202067350252666,2,6,4
2024-06-09,3560,51,Male,23.7,7.69,7.99,4,0,70,177,10.975304490244044,3,8,8
2024-10-18,9947,44,Female,20.28,1.64,5.36,3,46,250,30,8.765438593292236,1,7,10
2024-02-08,4715,47,Female,21.17,5.62,8.46,4,17,89,0,6.584797613330698,10,7,10
2024-08-24,7533,23,Female,22.6,5.21,6.61,5,29,248,169,7.850223609753896,5,6,7
2024-09-02,1404,29,Other,20.53,3.87,7.33,5,14,257,179,4.192881547269335,6,2,3
2024-05-14,1421,54,Female,20.72,1.46,4.74,10,10,67,122,8.704003707437028,1,2,8
2024-01-22,2473,23,Female,20.9,4.39,7.49,7,15,166,155,7.320999516277769,3,7,1
2024-09-21,5524,39,Male,22.07,6.39,8.32,10,38,270,156,4.098728368482992,3,3,10
2024-12-13,9220,32,Other,21.18,3.67,6.49,3,66,7,121,5.162613539364033,4,3,5
2024-02-14,9022,33,Male,22.78,4.29,5.51,5,70,14,70,4.352526892563051,9,6,8
2024-04-22,3313,33,Female,23.92,6.67,6.76,2,11,187,153,10.054064721975426,9,4,9
2024-10-05,6649,30,Other,21.45,2.33,4.88,9,50,55,154,10.127772598841432,9,8,4
2024-08-07,8235,51,Other,21.12,4.37,7.25,8,47,93,172,5.895391951173788,9,4,6
2024-12-03,9558,35,Female,21.9,2.96,5.06,2,54,202,146,11.940116961295772,5,10,6
2024-02-14,5658,39,Other,23.88,5.36,5.47,7,59,186,32,10.660894186609049,4,1,5
2024-04-08,1126,52,Female,20.37,3.71,7.34,6,15,27,162,7.168007731084922,8,7,7
2024-08-01,5180,43,Male,20.67,2.21,5.54,7,63,157,76,8.750245055547618,7,1,5
2024-11-08,6014,44,Male,23.28,4.13,4.85,8,50,169,134,10.241701188285068,4,6,9
2024-09-01,3156,48,Male,21.65,5.2,7.55,1,86,147,100,11.295676673597065,1,9,2
2024-01-25,9488,23,Other,20.62,1.57,4.96,2,39,258,116,7.773195926004763,8,3,2
2024-08-28,8036,41,Male,22.0,3.48,5.48,1,88,225,146,10.467159058432184,9,6,3
2024-11-24,8209,36,Male,21.25,2.74,5.49,7,17,33,88,8.441070294025508,6,5,10
2024-03-10,8016,56,Other,21.15,4.24,7.09,4,17,87,124,10.49492899208304,4,8,9
2024-04-18,7297,21,Male,23.23,4.5,5.27,4,68,246,4,8.516725111467707,2,2,4
2024-04-18,6214,58,Other,23.75,4.54,4.79,5,10,98,41,10.872894061175332,8,5,10
2024-03-13,1198,19,Female,23.98,5.53,5.55,8,63,150,156,6.427084349033065,3,5,7
2024-08-10,7232,48,Female,23.72,4.49,4.77,2,24,12,121,8.600484587670518,10,7,6
2024-07-13,3933,37,Male,22.35,4.88,6.53,3,61,143,127,11.274021555495938,4,9,7
2024-02-04,7326,31,Male,22.62,6.32,7.71,3,48,143,110,6.139322227776861,3,8,2
2024-08-07,7738,59,Male,22.73,7.53,8.79,10,33,35,152,11.294549029488733,2,7,6
2024-10-11,4197,42,Other,20.75,4.48,7.73,10,27,74,165,4.041117020684482,3,10,5
2024-02-23,2894,47,Other,23.83,9.06,9.23,6,58,108,128,8.78271989476548,8,8,6
2024-07-14,1378,20,Female,20.65,5.45,8.8,1,79,229,171,5.556280265347873,10,5,1
2024-06-26,6603,54,Male,22.27,5.07,6.8,5,47,223,2,9.67511057459509,3,4,1
2024-01-24,6969,31,Female,22.23,7.54,9.31,2,35,246,7,9.561499729680525,9,2,8
2024-12-17,2907,30,Male,21.23,3.52,6.29,9,81,191,152,5.106972757764453,8,6,2
2024-07-27,5435,38,Male,20.35,1.83,5.48,2,42,272,79,6.053177657488766,2,4,5
2024-12-15,7468,22,Other,20.6,2.12,5.52,5,41,184,65,4.001816305746044,4,6,6
2024-10-04,3721,46,Female,22.75,7.63,8.88,7,64,96,0,4.953125375968385,4,2,1
2024-10-10,2128,53,Female,21.25,2.91,5.66,2,87,55,112,7.134487156937373,2,6,1
2024-08-16,9362,56,Male,21.27,6.07,8.81,7,53,285,97,7.685868801933391,3,7,8
2024-05-25,8942,57,Female,21.95,5.14,7.19,1,51,284,148,8.27728738460419,9,10,3
2024-07-02,4199,37,Other,21.12,3.16,6.04,1,23,82,62,4.491401034078661,3,6,4
2024-05-05,7568,59,Female,20.5,2.7,6.2,2,16,293,141,9.39214027907174,8,6,3
2024-02-25,2910,36,Male,23.55,8.6,9.05,1,51,197,164,5.375012097087394,1,5,5
2024-01-16,9683,57,Female,23.45,7.8,8.35,10,63,170,16,10.55699895638116,7,7,5
2024-11-22,3155,32,Female,21.73,4.2,6.47,7,18,1,9,5.554188568014411,1,5,6
2024-05-29,7943,58,Male,21.77,5.0,7.24,6,82,44,96,4.318491515566031,10,7,10
2024-04-06,8118,53,Male,22.43,7.67,9.24,2,54,96,79,11.850060619130215,7,10,3
2024-03-19,3460,51,Male,20.67,5.75,9.09,3,57,31,30,10.466145689730226,7,9,1
2024-03-01,7413,49,Female,22.15,3.39,5.24,2,29,227,148,7.056987955679785,1,1,10
2024-04-24,5078,59,Other,23.18,6.69,7.5,9,31,14,61,10.591981215039826,1,2,10
2024-05-09,5734,53,Female,22.2,4.41,6.21,7,59,277,73,9.802296674836441,5,6,9
2024-12-09,5704,34,Male,20.02,2.5,6.49,8,8,272,116,8.563275931229132,8,10,5
2024-05-28,1924,41,Female,20.27,1.74,5.48,4,44,81,16,6.9766580397031674,1,4,2
2024-02-16,7250,26,Male,22.43,5.26,6.83,5,18,25,153,6.73706080089516,1,2,5
2024-05-10,1786,34,Male,23.8,5.86,6.06,3,48,54,153,6.906042813406482,4,4,5
2024-04-27,3349,53,Male,21.0,1.76,4.76,10,79,143,156,7.7136315916170135,6,4,7
2024-08-20,3713,43,Female,22.53,6.78,8.24,4,62,67,153,11.65707866031837,1,10,1
2024-09-25,4661,41,Female,21.72,2.83,5.12,4,39,65,86,5.938829561094098,7,1,2
2024-03-24,2299,20,Other,23.65,8.0,8.35,4,77,271,82,6.733128901524815,6,4,6
2024-01-18,1523,47,Male,22.65,5.52,6.87,3,5,83,154,10.81124598313179,5,7,5
2024-01-11,1142,20,Female,20.37,4.81,8.45,9,14,92,16,8.144617321580489,8,5,9
2024-09-23,5517,25,Female,23.57,5.6,6.03,7,13,265,139,5.542964549516914,7,2,9
2024-01-10,2936,34,Other,21.5,4.66,7.16,7,3,105,84,8.937553816935733,4,2,5
2024-01-19,1641,29,Male,21.55,2.97,5.42,3,10,139,72,7.2631168680582405,10,5,4
2024-01-10,6127,53,Male,21.18,4.22,7.03,6,84,148,49,4.557755406669836,4,8,7
2024-05-14,6413,39,Female,22.95,3.7,4.75,3,37,50,9,9.382047889975393,5,8,6
2024-12-06,7200,56,Male,22.28,3.16,4.87,9,75,297,26,6.042826801831212,9,4,10
2024-02-01,9216,28,Other,21.93,2.7,4.76,7,30,63,32,10.751947775536198,2,1,5
2024-08-13,9787,52,Other,21.88,5.65,7.77,8,71,29,171,5.850861138075272,7,4,1
2024-05-18,1193,43,Male,22.2,6.2,8.0,4,41,209,93,7.85613871821546,7,6,1
2024-05-19,5887,51,Male,20.12,1.48,5.36,5,25,181,12,6.5391108002230816,3,10,8
2024-07-04,4326,29,Female,22.72,8.04,9.32,5,85,257,126,9.464914285784372,10,10,8
2024-07-22,7159,40,Female,23.13,5.67,6.53,5,12,4,73,9.753875352353173,9,5,2
2024-05-22,6481,24,Other,22.23,3.65,5.42,5,69,64,131,5.806316417205033,10,5,7
2024-08-08,6972,44,Other,23.2,4.35,5.15,4,79,158,52,6.543237390186269,10,5,1
2024-08-07,8688,29,Male,21.85,4.29,6.44,8,68,225,76,7.5621921981176365,10,10,6
2024-11-19,2204,50,Other,23.67,7.99,8.33,3,73,170,120,5.88470582595742,5,3,6
2024-11-02,3569,29,Female,23.5,7.21,7.71,8,35,280,97,10.414721347622447,3,9,5
2024-05-25,8082,52,Female,22.93,5.06,6.13,9,77,259,92,8.865691014131574,2,10,4
2024-03-09,3793,18,Other,23.42,4.51,5.09,8,34,173,169,9.392302939399654,10,1,6
2024-05-29,9624,26,Other,22.02,7.19,9.17,8,30,167,47,7.365892500548934,2,7,8
2024-06-25,7617,33,Male,22.2,7.02,8.82,4,79,194,112,4.665784529664578,9,2,7
2024-05-03,7960,29,Other,20.92,5.05,8.13,10,86,245,83,4.436882425707752,5,5,1
2024-02-06,5428,36,Female,20.28,1.66,5.38,4,83,18,108,5.611250473706818,9,5,4
2024-02-03,7468,27,Female,20.2,0.96,4.76,10,9,9,101,6.815078674776052,3,5,8
2024-07-11,7747,56,Female,20.48,1.18,4.7,9,16,68,57,5.0754674189564,4,8,6
2024-06-19,4555,50,Male,21.92,6.88,8.97,1,35,107,9,8.077251606430085,9,1,7
2024-08-06,9283,33,Female,22.85,5.61,6.76,6,24,155,4,5.142514435782939,2,6,9
2024-04-02,2407,50,Male,20.03,4.64,8.6,3,39,152,126,6.862038106349714,7,4,4
2024-06-20,5052,40,Female,22.87,6.22,7.35,7,72,274,134,8.561453054037552,10,10,4
2024-11-24,5378,19,Other,21.58,5.83,8.24,5,38,245,80,11.060923660137966,8,4,6
2024-07-15,8837,29,Male,20.05,3.27,7.22,5,17,56,11,5.066614530740601,8,3,7
2024-07-27,5736,32,Male,22.45,5.37,6.92,3,85,282,108,10.47982994946778,1,5,1
2024-04-18,7784,27,Other,22.97,4.39,5.43,7,85,145,111,11.735748116946523,2,7,1
2024-03-22,2502,51,Other,23.28,4.44,5.16,9,72,199,178,11.665104958435968,5,4,7
2024-07-22,3241,31,Female,22.37,3.46,5.1,6,54,67,87,5.111751935092997,7,9,10
2024-05-12,6739,59,Female,23.18,6.25,7.07,2,73,107,121,10.290653243160325,7,9,3
2024-09-08,3042,56,Other,21.08,4.04,6.96,10,50,43,14,4.242830444264034,2,5,2
2024-01-03,3261,39,Female,22.03,2.88,4.84,1,6,268,119,11.021537430622786,10,7,8
2024-01-17,6171,23,Other,20.52,4.54,8.02,3,20,23,3,10.972687062899253,3,3,4
2024-12-22,1687,52,Other,23.72,6.38,6.66,4,45,140,154,9.155880492164751,4,8,1
2024-12-20,2872,58,Female,20.2,2.75,6.55,4,42,21,110,5.096422422625244,3,3,10
2024-08-03,2036,58,Male,20.73,4.28,7.55,8,73,56,39,7.449683878914631,3,3,8
2024-01-05,9714,24,Male,23.15,6.81,7.66,2,66,199,30,5.862868455008754,7,2,6
2024-10-23,7559,37,Male,21.82,4.55,6.73,7,38,144,44,10.941616783353911,7,6,6
2024-05-09,5095,39,Male,22.98,3.68,4.69,8,36,48,51,6.124460784099309,2,5,7
2024-09-30,6285,54,Female,22.5,4.48,5.98,10,47,299,81,5.7626191475006605,6,6,3
2024-04-07,2932,58,Other,20.9,3.58,6.68,7,44,147,23,9.144834820942801,10,10,7
2024-02-16,1564,55,Male,22.45,6.0,7.55,10,47,146,136,11.458785133069686,6,10,3
2024-02-08,8170,46,Other,20.62,4.6,7.98,1,20,38,101,11.804815353253218,4,2,1
2024-04-08,4483,56,Male,20.7,3.4,6.7,3,62,50,129,10.61112249280444,10,5,9
2024-09-14,2211,55,Male,22.15,4.03,5.88,4,84,48,69,11.31101032257437,3,10,5
2024-08-05,6820,38,Male,21.62,3.65,6.03,10,71,260,14,9.2440797747689,1,5,3
2024-02-16,5958,30,Other,22.33,7.18,8.85,6,89,185,61,7.370407053066917,9,8,8
2024-04-06,9677,38,Other,21.33,5.63,8.3,4,7,57,45,7.50435260724307,9,9,10
2024-10-11,5597,33,Male,21.6,2.39,4.79,7,40,231,92,4.139985711899109,6,5,1
2024-03-13,4320,44,Male,21.47,5.64,8.18,8,86,220,132,11.14490993057978,10,4,9
2024-10-09,2081,19,Male,20.87,4.47,7.6,7,73,152,124,10.502807772294062,10,6,5
2024-03-06,4670,19,Female,20.32,5.07,8.75,4,64,208,128,4.264095487202618,9,3,7
2024-11-26,6335,39,Male,21.2,2.76,5.56,10,34,23,27,5.778262133108682,8,1,3
2024-07-25,2294,51,Other,20.23,3.2,6.97,4,42,74,102,11.249100289019836,2,7,7
2024-11-10,4787,24,Male,21.53,2.55,5.02,2,70,131,19,7.6230668833240935,4,1,8
2024-02-04,6231,47,Female,23.93,7.31,7.37,10,82,64,68,5.1310684337307215,6,8,4
2024-12-22,6795,21,Male,21.82,2.94,5.12,2,21,65,20,5.746424894492098,7,7,6
2024-03-30,2620,34,Other,22.13,4.76,6.62,1,1,243,175,9.394348589600197,1,3,10
2024-12-24,7073,37,Female,22.67,7.07,8.4,5,81,143,131,9.045082359864644,7,7,3
2024-12-02,9697,59,Female,22.27,7.53,9.26,10,8,99,145,6.143978135075024,9,2,9
2024-05-22,7533,59,Male,22.47,4.46,6.0,2,56,171,74,9.21824890254757,3,2,10
2024-11-15,3149,59,Female,21.32,5.92,8.6,9,56,195,118,9.302878301077325,4,5,8
2024-10-26,8265,22,Female,20.5,2.72,6.22,10,31,288,125,8.173867350825965,2,3,10
2024-07-03,7041,19,Female,22.75,5.82,7.07,3,12,230,43,5.101872791102469,7,9,2
2024-09-02,1808,48,Other,21.52,4.5,6.98,5,57,105,43,8.88913218568997,8,9,2
2024-10-12,2790,23,Female,22.03,7.51,9.48,10,56,125,151,7.456538280532942,10,1,10
2024-07-22,3032,53,Female,22.63,7.68,9.05,2,84,99,103,4.23040944437215,6,5,2
2024-09-11,3428,47,Female,20.77,6.07,9.3,4,24,274,4,6.74702231659658,8,3,7
2024-02-09,9159,43,Other,21.3,4.39,7.09,10,28,166,168,5.1641384030993995,5,3,1
2024-01-16,5886,24,Female,23.18,5.44,6.26,10,68,176,25,8.781059518951203,1,7,1
2024-08-22,9989,43,Male,22.53,5.43,6.9,1,37,133,45,11.235622492499951,10,8,2
2024-03-12,7985,34,Other,21.47,3.22,5.75,6,5,25,166,11.479144372436068,6,3,7
2024-04-13,1600,30,Male,20.15,4.54,8.39,9,78,51,129,10.825025375281893,2,3,10
2024-02-03,5898,55,Other,22.68,8.11,9.42,6,47,191,146,4.875858928551952,7,9,4
2024-05-12,7794,47,Male,20.43,0.96,4.52,2,11,296,129,4.197359636323897,8,3,6
2024-12-21,1028,52,Female,22.98,4.52,5.53,9,42,207,73,4.829093811846365,3,2,8
2024-08-02,2906,57,Female,20.03,3.78,7.75,9,47,293,86,5.072199154551934,1,5,10
2024-07-16,4071,53,Male,20.97,1.9,4.94,4,2,75,45,10.44095367003732,5,9,5
2024-09-23,6188,52,Other,20.02,3.2,7.19,1,38,93,173,4.135753034523732,7,9,2
2024-04-14,3786,19,Other,20.33,2.54,6.21,4,44,19,60,4.577705482681504,2,9,2
2024-04-30,3975,43,Female,20.93,5.53,8.6,1,50,260,12,5.7042825587461135,9,9,3
2024-10-17,7475,47,Male,21.35,3.18,5.83,9,46,68,103,10.027804843571845,8,8,2
2024-07-30,9699,33,Female,23.18,5.17,5.98,10,38,88,173,11.34035915677076,8,9,8
2024-06-26,8135,32,Male,22.07,3.75,5.68,9,73,279,48,7.080848983919363,4,10,5
2024-02-29,8478,33,Other,23.42,7.42,8.0,7,13,78,176,4.631438840307299,5,1,7
2024-02-26,3233,31,Male,23.48,8.22,8.74,7,55,76,150,6.70888983290106,1,7,8
2024-01-18,2096,50,Male,21.27,6.36,9.09,6,33,83,152,4.854567943711925,10,8,5
2024-01-11,1858,33,Female,20.48,2.52,6.04,7,15,226,15,8.413698976159736,3,1,5
2024-06-26,9106,53,Male,23.67,6.65,6.99,4,24,65,136,9.674369017126144,6,3,4
2024-04-12,8734,18,Male,21.73,5.94,8.21,10,13,181,45,10.567353708904001,8,10,1
2024-08-19,4513,41,Male,22.88,7.06,8.17,4,81,36,25,7.948349276715624,3,8,4
2024-06-30,6993,39,Other,21.87,2.92,5.05,1,86,14,158,9.335725627897453,5,2,10
2024-12-29,4201,37,Other,23.05,7.05,8.0,6,22,58,89,8.262777058266078,8,2,8
2024-05-18,4345,31,Female,21.57,7.03,9.47,3,52,77,155,9.43977368071501,9,5,10
2024-06-19,6330,39,Male,23.85,5.86,6.01,2,22,140,68,6.037310127119695,8,9,9
2024-04-10,8111,34,Other,22.55,7.48,8.93,3,11,99,11,5.5815224249159,2,7,1
2024-05-14,3269,45,Female,23.48,8.0,8.51,6,87,261,26,5.165029173643387,5,8,8
2024-12-23,2313,57,Other,22.17,5.86,7.69,8,64,273,43,4.749063146669034,8,7,7
2024-06-10,8637,59,Other,23.47,8.6,9.13,2,77,219,23,9.454283982307636,6,5,8
2024-04-09,7404,50,Male,21.48,4.58,7.1,10,56,292,6,9.657826626683386,7,7,5
2024-08-29,5581,21,Female,21.72,4.17,6.45,7,27,196,66,8.009301851659924,10,10,4
2024-03-23,7523,28,Other,22.1,5.93,7.83,7,33,57,8,10.05541476101611,2,9,10
2024-10-07,4110,32,Other,23.15,5.65,6.5,3,18,254,27,9.30792276102968,1,10,3
2024-10-12,6141,20,Male,20.28,5.0,8.71,2,75,261,106,6.727582413140878,2,9,2
2024-12-14,1224,27,Female,23.9,8.28,8.38,6,59,110,5,5.559542151761279,8,3,1
2024-08-22,7643,50,Female,23.52,8.36,8.84,8,56,297,97,6.423561343120672,7,3,2
2024-07-17,8630,37,Female,20.03,2.28,6.25,7,45,151,45,4.141710804875112,8,7,3
2024-02-18,2325,55,Female,20.43,1.0,4.57,2,78,235,126,6.894146495380527,4,6,9
2024-10-15,8280,46,Male,20.95,4.69,7.74,10,5,247,114,8.076070985793615,1,4,9
2024-08-26,1968,58,Other,22.18,7.04,8.86,1,48,216,10,7.090945097094456,4,7,5
2024-08-05,1823,57,Male,23.88,6.69,6.8,8,34,179,158,9.083423365623776,7,4,4
2024-03-20,4718,39,Male,22.92,6.4,7.48,7,11,6,127,5.190469716145408,7,10,10
2024-08-19,9648,58,Female,20.2,4.07,7.87,4,88,151,171,5.921960147714431,2,8,1
2024-10-02,2736,40,Female,22.4,3.1,4.7,5,30,228,121,11.118691152706486,5,9,3
2024-04-08,5070,24,Female,23.03,8.49,9.46,7,36,118,85,4.705137947126337,1,4,1
2024-12-02,1809,29,Female,21.43,3.58,6.15,7,63,122,113,10.986888942731504,1,3,8
2024-06-14,3908,58,Female,22.72,4.24,5.53,7,16,78,72,6.488056029367099,9,7,2
2024-08-11,5613,52,Female,21.92,4.6,6.68,5,81,143,135,10.2752453248672,10,4,6
2024-07-02,9795,23,Other,23.07,5.46,6.39,10,58,220,45,9.709216595949941,8,4,3
2024-11-29,5134,54,Female,21.17,4.78,7.61,1,30,122,53,8.83136354929782,2,7,10
2024-04-22,4061,40,Female,23.1,3.91,4.81,3,37,211,161,11.855177120281965,1,10,3
2024-12-05,5607,35,Male,23.43,4.29,4.85,1,62,159,137,7.592667141408907,6,9,2
2024-12-22,5647,36,Other,21.87,5.48,7.61,3,46,261,15,7.930643455297047,2,4,7
